valeur_fonciere,surface_reelle_bati,nombre_pieces_principales,type_local
364800.0,48,2,appartement
1000000.0,198,8,maison
285000.0,73,5,maison
257950.0,88,5,maison
288000.0,101,4,maison
195000.0,25,1,appartement
140000.0,64,4,appartement
302800.0,78,3,maison
240000.0,70,4,maison
231300.0,31,1,appartement
369750.0,102,4,maison
260000.0,88,4,maison
170000.0,46,2,appartement
403000.0,87,5,maison
230000.0,50,3,maison
431000.0,85,3,maison
80000.0,16,1,appartement
268000.0,40,3,maison
284400.0,64,2,maison
355000.0,135,7,maison
147000.0,43,1,appartement
207350.0,92,5,maison
99000.0,15,1,appartement
329000.0,104,5,maison
275000.0,82,4,maison
265000.0,75,3,maison
387000.0,136,7,maison
325000.0,63,4,appartement
163000.0,79,4,maison
223300.0,25,1,appartement
225000.0,35,2,appartement
125000.0,41,2,appartement
132000.0,61,3,appartement
162500.0,66,4,appartement
100000.0,22,1,appartement
480000.0,99,4,appartement
138500.0,32,2,appartement
242000.0,67,4,maison
175000.0,30,3,maison
435000.0,145,5,maison
305000.0,51,2,appartement
440000.0,84,4,appartement
120000.0,40,2,appartement
400000.0,115,5,maison
429500.0,121,5,maison
165000.0,62,4,appartement
130000.0,51,3,maison
362600.0,136,4,maison
234000.0,115,6,maison
345000.0,144,5,maison
101000.0,30,1,appartement
165700.0,79,4,appartement
257000.0,89,4,maison
240000.0,37,2,appartement
285000.0,91,6,maison
334540.0,60,4,appartement
187000.0,35,1,appartement
410000.0,58,3,appartement
258000.0,70,4,maison
275000.0,72,3,maison
90000.0,25,2,maison
242000.0,71,4,maison
305000.0,60,4,maison
69000.0,26,0,appartement
495000.0,68,3,maison
194000.0,62,3,maison
436000.0,115,5,maison
105000.0,42,2,appartement
743000.0,91,4,maison
245000.0,53,3,appartement
210000.0,65,3,maison
178000.0,50,3,appartement
520000.0,88,4,appartement
190500.0,57,3,appartement
165000.0,25,1,appartement
149928.0,20,1,appartement
362000.0,92,5,maison
161840.0,35,2,appartement
389000.0,150,5,maison
980000.0,126,4,maison
217000.0,54,3,maison
79462.0,17,1,appartement
148530.0,23,1,appartement
230350.0,48,2,appartement
705000.0,104,4,appartement
188549.55,43,2,appartement
266000.0,64,4,appartement
173000.0,83,4,maison
320000.0,37,2,appartement
426800.0,125,4,maison
239750.0,52,3,appartement
107500.0,20,1,appartement
148000.0,27,1,appartement
179000.0,42,3,appartement
194350.0,57,4,appartement
240000.0,84,4,maison
545000.0,85,3,appartement
530000.0,61,3,appartement
148000.0,28,1,appartement
178500.0,64,4,appartement
154250.0,33,2,appartement
98000.0,22,2,appartement
164048.0,19,1,appartement
330000.0,81,3,appartement
160000.0,34,2,appartement
225000.0,68,3,appartement
188000.0,46,3,appartement
607240.0,124,5,maison
217000.0,86,4,maison
1678493.9,180,5,maison
345000.0,90,3,maison
462450.0,130,5,maison
607100.0,120,4,maison
180000.0,31,1,maison
320200.0,79,4,maison
130000.0,61,3,appartement
125000.0,52,3,appartement
139500.0,18,1,appartement
728000.0,146,5,maison
248000.0,118,5,maison
1234499.9999999998,120,4,maison
230000.0,52,3,appartement
292000.0,124,5,maison
250000.0,76,5,maison
118000.0,37,2,maison
68000.0,22,1,appartement
562500.0,140,6,maison
289453.0,106,5,maison
160000.0,54,3,appartement
266596.0,67,3,maison
846000.0,208,8,maison
225000.0,41,2,appartement
1420000.0,304,8,maison
284000.0,54,2,appartement
722948.0,280,7,maison
80000.0,25,1,appartement
278920.0,70,3,maison
200000.0,35,2,maison
276500.0,91,4,maison
280000.0,24,5,maison
548000.0,56,3,appartement
164000.0,19,1,appartement
90000.0,21,1,appartement
378000.0,108,6,maison
138000.0,32,1,appartement
359000.0,100,5,maison
195000.0,67,4,appartement
327000.0,130,4,appartement
393750.0,78,3,maison
290000.0,56,3,appartement
394600.0,117,6,maison
295000.0,39,2,maison
238550.0,66,3,appartement
180000.0,48,2,maison
255000.0,34,3,maison
312000.0,75,4,maison
91310.0,45,2,appartement
163000.0,40,2,appartement
275000.0,62,2,maison
228000.0,75,4,maison
128000.0,18,1,appartement
175000.0,64,4,appartement
425000.0,78,4,maison
269800.0,56,3,maison
430000.0,56,2,appartement
234000.0,49,2,appartement
360000.0,102,3,maison
320000.0,93,5,maison
578800.0,76,4,appartement
322340.0,67,3,appartement
190000.0,56,3,maison
110000.0,36,2,appartement
245000.0,80,5,maison
190500.0,92,4,maison
70900.0,31,2,appartement
168000.0,82,4,maison
155000.0,75,3,appartement
220000.0,95,5,maison
325000.0,128,7,maison
72000.0,20,2,appartement
120000.0,43,2,appartement
110000.0,40,2,appartement
249000.0,81,4,maison
180000.0,73,3,maison
53000.0,22,2,appartement
248500.0,48,2,appartement
257600.0,86,4,maison
331500.0,51,3,appartement
193000.0,40,2,appartement
335000.0,83,3,maison
192100.0,56,3,appartement
84000.0,23,1,appartement
245000.0,36,2,appartement
1608150.0,172,5,maison
106000.0,31,2,appartement
250000.0,62,3,appartement
152000.0,21,1,appartement
463650.0,83,5,maison
318000.0,96,3,maison
98000.0,30,1,appartement
220000.0,89,4,maison
308600.0,100,5,maison
176000.0,80,4,appartement
227500.0,41,3,maison
252000.0,104,4,maison
331000.0,62,3,maison
230000.0,95,5,maison
255000.0,52,3,appartement
126000.0,48,2,appartement
375000.0,103,5,maison
163000.0,27,2,appartement
347000.0,126,6,maison
122000.0,56,3,appartement
310000.0,77,4,maison
96000.0,27,1,appartement
334000.0,98,3,maison
120000.0,49,2,appartement
307000.0,64,3,appartement
300000.0,65,4,maison
713000.0,122,4,maison
134000.0,65,3,appartement
329000.0,93,5,maison
96000.0,32,1,appartement
343518.0,56,3,appartement
183000.0,44,4,maison
220000.0,101,5,maison
155000.0,69,4,appartement
260000.0,46,5,maison
320000.0,79,4,maison
479290.0,69,4,maison
169000.0,70,3,maison
85000.0,16,1,appartement
118000.0,28,1,appartement
263000.0,65,4,maison
444000.0,110,5,maison
286000.0,109,4,maison
700000.0,90,5,maison
415000.0,60,1,maison
371000.0,111,4,maison
390000.0,61,3,maison
140000.0,20,1,maison
128000.0,49,2,appartement
249100.0,75,3,maison
180000.0,75,3,appartement
152000.0,55,3,appartement
162000.0,74,3,appartement
214500.0,74,3,appartement
135000.0,45,2,maison
400000.0,156,6,maison
45601.0,20,1,appartement
220000.0,75,4,appartement
349000.0,86,4,maison
330000.0,138,6,maison
163500.0,68,4,appartement
190000.0,48,3,maison
149184.0,18,1,appartement
212800.0,62,4,appartement
154000.0,52,3,appartement
512000.0,61,3,appartement
460000.0,62,4,appartement
305520.0,70,3,maison
346500.0,57,3,appartement
213500.0,29,2,appartement
265100.0,56,3,appartement
189840.0,86,5,maison
185000.0,33,3,maison
265000.0,48,2,maison
155000.0,73,4,appartement
464000.0,59,3,appartement
230000.0,48,4,maison
397590.0,110,4,maison
130000.0,65,4,maison
254000.0,86,4,maison
105000.0,35,2,appartement
153000.0,70,4,appartement
180000.0,73,3,maison
140000.0,59,4,appartement
390000.0,94,3,appartement
140000.0,34,2,appartement
318000.0,82,3,maison
375000.0,121,6,maison
175950.0,30,2,appartement
272000.0,87,2,appartement
122000.0,20,1,appartement
533000.0,80,4,maison
288000.0,120,5,maison
318000.0,66,3,appartement
350000.0,64,3,maison
365000.0,83,3,maison
278500.0,80,5,maison
59000.0,15,1,appartement
85000.0,22,1,appartement
175000.0,86,5,maison
320000.0,98,4,maison
404950.0,105,4,maison
354000.0,82,3,maison
495000.0,142,7,maison
288500.0,123,7,maison
100000.0,33,2,appartement
185000.0,28,2,appartement
511600.0,72,4,appartement
520700.0,75,3,appartement
430000.0,54,6,maison
339500.0,57,5,maison
137500.0,38,2,appartement
162000.0,72,5,appartement
220000.0,52,3,maison
220000.0,63,3,maison
115000.0,34,2,appartement
535000.0,84,4,maison
382500.0,92,4,appartement
22000.0,8,1,appartement
460000.0,216,7,maison
530000.0,189,5,maison
275000.0,89,5,maison
275000.0,42,2,appartement
266000.0,105,5,maison
149000.0,30,2,appartement
175000.0,36,2,maison
310000.0,107,4,maison
210000.0,63,3,appartement
980000.0,148,6,maison
296000.0,72,4,appartement
300000.0,92,4,maison
459000.0,117,6,maison
711700.0,110,6,maison
423000.0,168,7,maison
246000.0,82,5,maison
160000.0,45,2,appartement
138000.0,31,1,appartement
264000.0,68,4,maison
419500.0,103,4,maison
277000.0,59,4,maison
350000.0,132,6,maison
320050.0,101,5,maison
84000.0,26,1,appartement
340000.0,76,4,maison
135000.0,54,2,appartement
140000.0,58,3,appartement
290000.0,130,5,maison
375000.0,59,3,maison
338000.0,118,5,maison
286000.0,37,1,appartement
730000.0,92,3,maison
185000.0,49,2,appartement
380000.0,123,3,maison
462000.0,164,8,maison
387900.0,48,2,maison
315000.0,117,6,maison
250000.0,85,4,maison
252000.0,32,1,appartement
98000.0,27,1,appartement
417365.0,100,5,maison
266360.0,40,3,maison
310000.0,104,5,maison
577000.0,75,5,appartement
698000.0,118,4,maison
185000.0,84,5,maison
101800.0,24,2,appartement
295000.0,108,5,maison
64000.0,22,1,appartement
190000.0,62,3,appartement
250550.0,78,4,maison
644000.0,65,3,appartement
347190.0,84,4,appartement
777060.0,76,4,appartement
125000.0,20,1,appartement
222000.0,86,4,maison
240000.0,83,5,maison
223000.0,37,2,appartement
310000.0,77,4,maison
225000.0,38,2,appartement
236000.0,47,3,appartement
251000.0,66,4,maison
480000.0,121,5,maison
205000.0,55,3,maison
111050.0,28,1,appartement
116000.0,18,1,appartement
97500.0,33,2,appartement
195000.0,47,2,appartement
116000.0,18,1,appartement
372000.0,138,5,maison
455000.0,120,5,maison
337000.0,117,1,maison
385000.0,90,4,maison
216000.0,70,5,maison
139000.0,61,4,appartement
238000.0,32,1,appartement
255000.0,98,4,maison
108000.0,50,2,appartement
342000.0,97,5,maison
333200.0,78,3,maison
108000.0,26,1,appartement
360000.0,89,5,maison
447000.0,164,6,maison
180500.0,20,1,appartement
140000.0,20,1,appartement
277000.0,66,3,maison
151000.0,68,3,appartement
185000.0,70,4,maison
196725.0,89,5,maison
225000.0,99,3,maison
210000.0,53,3,appartement
305170.0,90,4,maison
177400.0,57,4,appartement
248000.0,115,5,maison
186480.0,86,4,maison
335000.0,150,6,maison
112000.0,54,3,maison
85000.0,26,1,appartement
260000.0,101,5,maison
274000.0,91,4,maison
310000.0,90,4,maison
250000.0,93,5,maison
333000.0,114,6,maison
265000.0,92,4,maison
250000.0,110,4,appartement
325000.0,119,4,maison
346000.0,102,4,maison
266000.0,85,4,maison
335000.0,69,4,appartement
145000.0,37,2,appartement
255000.0,33,2,appartement
400000.0,52,2,appartement
636449.9999999999,120,5,maison
323900.0,45,2,appartement
116000.0,57,3,appartement
124000.0,53,2,appartement
163920.0,20,1,appartement
110000.0,37,2,appartement
333000.0,87,4,maison
84000.0,18,1,appartement
343000.0,108,4,maison
355000.0,74,3,maison
319800.0,68,2,maison
50000.0,12,1,maison
243250.0,61,2,appartement
820000.0,125,5,maison
440000.0,83,5,maison
232000.0,74,4,appartement
145000.0,42,1,appartement
365000.0,44,2,appartement
145000.0,21,1,appartement
89000.0,21,1,appartement
216300.0,90,3,maison
230000.0,51,3,appartement
100000.0,26,1,appartement
298000.0,108,5,maison
190000.0,93,4,appartement
229000.0,86,4,appartement
369000.0,124,5,maison
149000.0,74,3,appartement
180000.0,60,2,maison
248000.0,64,4,maison
195400.0,61,3,appartement
252000.0,105,6,maison
415000.0,66,3,appartement
183000.0,56,3,appartement
520100.0,70,4,appartement
390000.0,66,4,appartement
369000.0,62,3,appartement
250000.0,51,2,appartement
226000.0,37,2,appartement
465000.0,70,4,appartement
382000.0,50,2,appartement
698500.0,103,4,appartement
127000.0,60,3,appartement
1000000.0,148,4,maison
120000.0,56,3,appartement
85000.0,15,1,appartement
275000.0,90,4,maison
501000.0,55,3,appartement
145000.0,25,2,appartement
101500.0,26,2,appartement
234730.0,71,3,maison
120000.0,51,3,appartement
212000.0,66,4,appartement
135000.0,29,1,appartement
1340000.0,81,4,maison
1252700.0000000002,295,2,maison
409700.0,57,2,appartement
389000.0,73,3,appartement
510000.0,142,6,maison
193000.0,71,5,maison
180000.0,59,3,appartement
688750.0000000001,171,5,maison
147000.0,55,3,appartement
520000.0,220,7,maison
410000.0,125,4,maison
270000.0,100,5,maison
381842.0,109,6,maison
345000.0,68,4,maison
405000.0,103,4,maison
161000.0,40,3,appartement
263000.0,76,4,maison
230000.0,32,2,appartement
493000.0,130,6,appartement
133019.0,22,1,appartement
110000.0,20,2,appartement
376900.0,110,6,maison
128000.0,22,1,appartement
380000.0,123,6,maison
385000.0,174,6,maison
145000.0,55,3,appartement
1155000.0,180,9,maison
409000.0,183,6,maison
650000.0,173,6,maison
1300000.0,268,6,maison
675500.0,100,5,maison
246000.0,70,4,maison
970000.0,294,6,maison
446000.0,146,6,maison
866800.0,106,5,maison
297000.0,50,2,appartement
200000.0,70,3,maison
168000.0,40,3,appartement
249000.0,90,4,maison
300000.0,110,8,maison
255000.0,65,4,maison
282000.0,84,4,appartement
385000.0,154,6,maison
207000.0,26,1,appartement
370000.0,94,5,maison
225000.0,58,3,appartement
408000.0,103,6,maison
100000.0,17,1,appartement
235000.0,87,3,maison
342000.0,117,4,maison
450000.0,95,3,maison
355000.0,78,4,maison
1499000.0,192,8,maison
128000.0,29,2,appartement
348000.0,55,3,maison
288000.0,36,2,maison
262000.0,88,4,maison
315000.0,63,4,maison
315000.0,92,5,maison
123000.0,34,2,appartement
195000.0,39,3,appartement
300000.0,57,3,maison
275000.0,118,5,maison
230000.0,109,5,maison
600000.0,130,5,maison
229000.0,56,3,maison
410000.0,80,4,appartement
259000.0,78,3,maison
86204.0,21,1,appartement
305000.0,65,3,appartement
68500.0,15,1,appartement
322340.0,67,3,appartement
573150.0,110,5,maison
175000.0,46,3,appartement
640000.0,178,8,maison
323840.0,87,3,appartement
250000.0,60,3,appartement
187233.0,60,3,appartement
114000.0,42,3,appartement
300000.0,75,3,maison
105000.0,35,2,appartement
110000.0,20,1,maison
377000.0,110,5,maison
714325.0,146,4,appartement
210000.0,68,4,maison
199900.0,57,3,appartement
223000.0,100,6,maison
115010.5,16,1,appartement
190000.0,83,5,maison
372000.0,105,4,maison
392000.0,125,6,maison
149100.0,63,3,appartement
330000.0,61,3,appartement
180000.0,25,1,appartement
146000.0,51,2,appartement
1000000.0,197,7,appartement
185592.0,22,1,appartement
197058.33,45,2,appartement
253800.0,37,2,appartement
550000.0,82,4,maison
165000.0,45,3,appartement
357428.7,96,4,appartement
273000.0,64,4,maison
141000.0,23,2,appartement
94980.0,46,2,appartement
202700.0,52,3,appartement
325000.0,114,5,maison
370000.0,97,5,maison
380430.0,60,3,maison
145225.0,54,3,appartement
89000.0,10,1,appartement
220000.0,71,4,appartement
165000.0,52,3,appartement
437500.0,60,4,maison
280000.0,84,4,maison
223400.0,74,4,appartement
360000.0,67,3,maison
240000.0,65,4,maison
188000.0,34,2,appartement
232000.0,47,3,appartement
406200.0,51,3,appartement
250000.0,44,3,appartement
120000.0,20,1,appartement
220000.0,62,3,maison
250000.0,32,3,appartement
1330000.0,168,5,maison
310000.0,90,3,appartement
738400.0,140,6,maison
776850.0,112,4,maison
347000.0,50,3,appartement
259820.0,90,5,maison
624590.0000000001,109,5,maison
146000.0,21,1,appartement
114000.0,38,3,appartement
112000.0,42,2,appartement
242000.0,40,2,appartement
176000.0,33,2,appartement
312000.0,77,4,maison
202000.0,25,2,appartement
285000.0,70,4,maison
341000.0,134,6,maison
84000.0,32,2,appartement
280000.0,25,1,appartement
300000.0,87,4,maison
215000.0,65,3,appartement
380000.0,83,4,maison
210000.0,71,4,appartement
248000.0,72,3,appartement
880000.0,128,6,maison
380000.0,123,6,maison
252000.0,63,4,appartement
128000.0,38,2,appartement
357000.0,140,6,maison
342000.0,110,6,maison
215000.0,45,2,appartement
216000.0,72,3,appartement
143500.0,33,1,appartement
290750.0,67,3,maison
209000.0,97,5,maison
280000.0,103,7,maison
390000.0,100,4,maison
317400.0,91,4,maison
260000.0,43,2,appartement
270000.0,57,2,appartement
122000.0,55,3,appartement
1000000.0,180,7,maison
231000.0,82,4,maison
281000.0,78,4,maison
278050.0,44,2,appartement
277000.0,50,2,appartement
875340.0,100,4,maison
264800.0,49,3,appartement
327000.0,100,5,maison
208000.0,80,4,maison
185000.0,56,3,appartement
300000.0,83,4,maison
251000.0,118,4,maison
335000.0,59,3,appartement
290000.0,35,1,appartement
191000.0,81,4,maison
278000.0,72,4,maison
115000.0,44,3,appartement
287000.0,89,4,maison
151000.0,21,1,appartement
290000.0,92,5,maison
232500.0,98,4,maison
220000.0,43,2,appartement
117000.0,15,1,appartement
819000.0,140,5,maison
120000.0,43,3,appartement
170000.0,75,2,maison
212700.0,26,1,appartement
100000.0,21,1,appartement
147000.0,16,1,appartement
463000.0,62,3,appartement
225000.0,63,4,maison
180000.0,43,2,maison
162000.0,66,3,appartement
415600.0,42,2,appartement
495000.0,62,4,appartement
239000.0,43,3,appartement
229000.0,74,3,maison
217550.0,38,2,appartement
375000.0,98,5,maison
181400.0,62,4,appartement
200000.0,22,2,appartement
317000.0,54,3,appartement
465000.0,144,7,maison
510000.0,71,3,appartement
63000.0,21,1,appartement
292000.0,99,5,maison
370000.0,100,5,maison
105000.0,34,2,appartement
1197470.0,95,7,maison
1394920.0,247,7,maison
457428.0,90,5,maison
145000.0,23,1,appartement
383205.0,68,3,appartement
63000.0,30,2,appartement
380000.0,89,3,maison
270000.0,33,2,appartement
575000.0,68,3,appartement
310600.0,75,4,maison
340000.0,47,3,maison
290000.0,70,4,appartement
289320.0,57,3,appartement
310000.0,120,5,maison
257700.0,40,2,appartement
389248.5299999999,52,2,appartement
293250.0,46,2,appartement
344500.0,47,3,appartement
125000.0,32,3,maison
990000.0,47,2,maison
315756.0,57,3,appartement
350000.0,123,5,maison
327000.0,142,5,maison
131031.0,31,1,appartement
316000.0,112,4,maison
216750.0,27,2,appartement
560000.0,136,6,maison
714500.0,110,9,maison
695000.0,78,2,maison
430000.0,153,7,maison
242000.0,38,2,appartement
217500.0,70,4,appartement
170000.0,25,2,appartement
713500.0,73,3,maison
382800.0,77,5,maison
85000.0,22,1,appartement
300000.0,94,4,maison
45601.0,20,1,appartement
106000.0,51,3,appartement
74000.0,24,1,appartement
170000.0,55,2,maison
470000.0,129,5,maison
342000.0,70,3,maison
160000.0,64,4,appartement
116000.0,28,2,appartement
279000.0,120,5,maison
287000.0,55,2,maison
90000.0,29,1,appartement
657849.9999999999,101,4,appartement
300000.0,39,2,appartement
93500.0,31,2,appartement
380700.0,56,3,appartement
91000.0,37,2,appartement
116000.0,50,3,maison
240000.0,70,5,appartement
280000.0,115,4,maison
249000.0,75,3,maison
390000.0,119,5,maison
215000.0,50,2,appartement
135000.0,38,2,appartement
255000.0,54,2,appartement
267100.0,65,3,appartement
206500.0,49,2,appartement
240000.0,119,3,maison
450000.0,115,5,maison
178750.0,57,2,maison
275000.0,75,3,maison
84000.0,20,1,appartement
478000.0,138,6,maison
534000.0,193,6,maison
308000.0,108,6,maison
312000.0,85,4,maison
213000.0,65,3,maison
110000.0,25,1,appartement
107000.0,31,2,maison
372550.0,101,5,maison
455550.0,116,6,maison
99000.0,30,1,appartement
177000.0,50,2,appartement
377000.0,95,4,appartement
155000.0,24,1,appartement
185000.0,45,3,appartement
185000.0,50,2,maison
193200.0,38,2,appartement
134200.0,27,1,appartement
325000.0,90,4,maison
230000.0,74,3,maison
426500.0,76,4,maison
325000.0,120,7,maison
184000.0,39,1,appartement
120000.0,54,3,appartement
235000.0,43,2,appartement
395000.0,85,4,maison
257000.0,100,6,maison
1218070.0,78,4,maison
567000.0,110,5,maison
337000.0,48,2,appartement
208000.0,32,2,appartement
782000.0,92,4,maison
73000.0,19,1,appartement
383400.0,76,3,appartement
375000.0,72,5,maison
270000.0,64,4,appartement
212400.0,33,2,appartement
62000.0,15,1,appartement
660120.0,150,6,maison
318000.0,46,2,appartement
334044.99999999994,69,3,appartement
78200.0,28,2,appartement
258000.0,75,3,maison
156000.0,48,3,appartement
241000.0,26,1,appartement
387000.0,63,2,appartement
382000.0,45,2,appartement
184000.0,42,3,appartement
197000.0,34,2,appartement
424580.0,70,3,maison
448000.0,72,4,appartement
786900.0,85,6,maison
783150.0,66,4,maison
515000.0,80,2,maison
200000.0,70,2,maison
520000.0,74,3,maison
458000.0,67,3,appartement
250000.0,64,4,appartement
724000.0,91,4,maison
370000.0,62,4,maison
225000.0,44,3,appartement
273330.0,35,2,appartement
137500.0,32,1,appartement
315000.0,72,3,appartement
1670900.0,222,8,maison
172824.0,82,4,maison
167300.0,52,3,appartement
166000.0,55,2,maison
607000.0,120,5,maison
232000.0,35,2,appartement
395963.0,98,3,maison
160000.0,30,2,appartement
390000.0,71,3,maison
298000.0,95,4,maison
400000.0,56,3,appartement
165000.0,70,3,maison
215000.0,83,5,maison
173000.0,23,1,appartement
296931.0000000001,105,5,maison
646590.0000000001,80,3,maison
403450.0,80,3,appartement
255000.0,81,4,maison
255000.0,62,4,maison
530000.0,59,3,maison
115000.0,19,1,appartement
675700.0,117,5,maison
70000.0,30,1,appartement
259000.0,54,3,maison
395000.0,49,2,maison
341744.99999999994,61,3,appartement
214200.0,50,3,maison
218700.0,25,2,appartement
180000.0,40,3,appartement
73000.0,30,1,appartement
71800.0,16,0,appartement
163000.0,40,2,appartement
189900.0,41,2,appartement
209800.0,77,4,maison
135000.0,61,3,appartement
580000.0,96,5,maison
450000.0,59,2,appartement
190000.0,63,3,appartement
74000.0,32,2,appartement
82000.0,35,3,appartement
402000.0,73,4,appartement
283000.0,49,3,appartement
239500.0,20,1,appartement
430985.0,92,3,appartement
279000.0,45,3,appartement
190000.0,44,3,appartement
718000.0,76,3,appartement
205000.0,59,3,appartement
505000.0,166,7,maison
540000.0,110,5,maison
170000.0,52,3,appartement
223400.0,31,2,appartement
327000.0,46,3,appartement
366200.0,41,2,appartement
345000.0,50,3,appartement
105000.0,39,1,appartement
660000.0,100,5,maison
191000.0,59,2,appartement
190000.0,53,2,appartement
105000.0,20,1,appartement
130000.0,15,1,appartement
365000.0,57,3,appartement
160000.0,47,3,appartement
242000.0,56,3,appartement
180000.0,38,2,appartement
360000.0,80,3,maison
210000.0,29,1,appartement
165000.0,60,3,appartement
356000.0,92,5,maison
203000.0,92,5,maison
277000.0,86,4,maison
430000.0,104,4,maison
196000.0,48,2,appartement
265000.0,88,4,maison
380000.0,122,6,maison
591000.0,77,4,maison
258400.0,42,2,appartement
545595.0,63,3,appartement
110000.0,34,2,appartement
130000.0,32,1,appartement
180000.0,25,1,appartement
317000.0,139,4,maison
159000.0,52,1,appartement
196000.0,90,5,maison
620550.0000000001,120,4,maison
153000.0,60,2,maison
180500.0,18,1,appartement
353000.0,47,2,appartement
151000.0,33,1,appartement
488000.0,111,5,maison
225000.0,67,5,maison
286500.0,100,4,maison
168136.0,83,4,maison
1280000.0,255,8,maison
338050.0,122,7,maison
289000.0,70,4,maison
90000.0,22,2,maison
550000.0,90,5,maison
420000.0,118,6,maison
211250.0,87,4,maison
153000.0,42,2,appartement
122000.0,20,1,appartement
150000.0,54,3,appartement
315000.0,79,4,appartement
228000.0,46,3,maison
163225.0,20,1,appartement
332940.0,91,5,maison
300000.0,60,3,maison
305000.0,90,5,maison
109000.0,26,1,appartement
316500.0,72,2,maison
340000.0,63,2,maison
205900.0,50,2,maison
162000.0,36,1,appartement
480000.0,170,7,maison
218000.0,88,4,maison
1419466.9,142,7,maison
403600.0,121,6,maison
482850.0,129,6,maison
710000.0,240,7,maison
270000.0,70,3,maison
268000.0,84,5,maison
120000.0,46,3,appartement
285000.0,96,5,maison
629000.0,132,5,maison
327400.0,90,5,maison
228000.0,75,3,maison
247000.0,108,4,maison
251000.0,71,3,maison
103000.0,37,2,appartement
228000.0,98,6,maison
675611.0,61,4,maison
345000.0,110,5,maison
278000.0,63,3,maison
491850.0,139,5,maison
163000.0,50,2,appartement
220000.0,65,3,appartement
280000.0,114,4,maison
95000.0,32,2,appartement
398600.0,165,6,maison
144000.0,56,3,appartement
165000.0,72,3,appartement
390400.0,170,7,maison
154000.0,46,2,appartement
210000.0,79,4,maison
337000.0,128,5,maison
231100.0,76,3,maison
604000.0,90,5,maison
360000.0,102,5,maison
110000.0,33,1,appartement
410000.0,108,5,maison
287000.0,91,5,maison
751000.0,72,4,maison
263000.0,110,5,maison
98000.0,44,2,appartement
270400.0,90,3,maison
204000.0,55,2,appartement
167000.0,16,1,appartement
167350.0,50,2,appartement
253000.0,57,3,maison
366100.0,153,4,maison
195000.0,66,3,appartement
335000.0,86,4,maison
189000.0,72,3,maison
290000.0,78,5,maison
165000.0,73,4,appartement
227000.0,50,3,maison
513850.0,88,4,maison
745000.0,130,5,maison
156300.0,72,4,maison
237000.0,88,4,maison
165000.0,65,3,appartement
113000.0,40,2,appartement
282500.0,68,5,maison
320000.0,73,5,maison
312000.0,80,3,maison
440000.0,113,4,maison
385000.0,140,7,maison
205000.0,88,3,maison
198000.0,88,3,maison
225000.0,50,2,appartement
184000.0,90,5,maison
265000.0,68,4,appartement
229000.0,86,4,maison
355000.0,81,4,appartement
183350.0,60,4,appartement
572000.0,40,1,appartement
290000.0,116,6,maison
240000.0,70,4,maison
309100.0,110,3,maison
720000.0,150,6,maison
395000.0,119,4,maison
255000.0,52,3,appartement
125000.0,57,3,appartement
100000.0,45,2,appartement
220000.0,60,3,appartement
130000.0,18,1,appartement
104000.0,16,1,appartement
105000.0,37,3,appartement
430000.0,167,5,maison
133000.0,44,2,appartement
392500.0,60,4,appartement
185000.0,29,1,appartement
223400.0,94,5,maison
375000.0,93,4,maison
330000.0,104,5,maison
295000.0,126,6,maison
195000.0,60,3,appartement
132000.0,50,2,appartement
175000.0,20,2,maison
210000.0,40,3,appartement
760000.0,115,4,appartement
356500.0,35,2,appartement
213000.0,75,3,maison
302000.0,99,6,maison
88600.0,27,2,appartement
171000.0,22,1,appartement
730000.0,78,4,appartement
250000.0,53,3,appartement
221760.0,20,1,appartement
41000.0,16,1,appartement
30000.0,14,1,appartement
165000.0,30,2,appartement
232500.0,56,2,appartement
1222620.0000000002,180,6,maison
450000.0,123,7,maison
403000.0,60,3,appartement
341000.0,141,8,maison
285000.0,140,6,maison
119700.0,36,2,appartement
245000.0,72,4,maison
360000.0,115,5,maison
278000.0,65,4,maison
160800.0,70,3,appartement
245700.0,24,1,appartement
290000.0,40,3,appartement
326000.0,68,3,appartement
535000.0,172,6,maison
310000.0,90,4,maison
73000.0,15,1,appartement
281000.0,97,4,maison
163000.0,32,2,appartement
235000.0,32,2,appartement
390000.0,58,3,appartement
360000.0,44,2,appartement
299000.0,61,1,appartement
153700.0,28,2,appartement
169000.0,83,4,maison
203000.0,63,4,appartement
352000.0,100,5,maison
139000.0,57,3,appartement
345000.0,97,4,maison
785000.0,143,6,maison
430000.0,83,5,maison
366000.0,56,3,appartement
940000.0,164,5,maison
210000.0,68,3,appartement
355000.0,100,4,maison
338000.0,76,4,maison
188000.0,37,2,appartement
220000.0,63,3,maison
475000.0,110,4,maison
340000.0,116,4,maison
230000.0,60,3,maison
283000.0,65,4,maison
295000.0,66,4,maison
516200.0,141,6,maison
370000.0,80,4,maison
341500.0,45,3,maison
198000.0,83,6,maison
467000.0,142,5,maison
87750.0,34,1,appartement
299000.0,87,4,maison
234000.0,74,4,maison
142000.0,57,3,appartement
245000.0,69,3,maison
282000.0,75,3,maison
680000.0,160,6,maison
436500.0,127,6,maison
525000.0,52,3,maison
425000.0,169,6,maison
180000.0,30,1,maison
338000.0,108,5,maison
234000.0,62,4,appartement
108000.0,36,2,appartement
779600.0,141,5,maison
371322.0,104,6,maison
425000.0,137,5,maison
365000.0,128,4,maison
409870.0,118,5,maison
75000.0,25,1,appartement
